"id","ESP","SWE","NLD","ITA","CYP","FIN","IRL","EST","CZE","BEL","SVK","GBR","HUN","POL","GRC","LTU","FRA","DNK","HRV","LVA","BGR","AUT","MLT","LUX","PRT","DEU","SVN","ROU","NOR","CHE","ISL","LIE","SLV","CRI","HND","NIC","GTM","PYF","NCL","GRL","CYM","TCA","ABW","BMU","BLZ","HTI","JAM","SUR","ATG","VCT","GRD","BHS","GUY","KNA","LCA","DMA","TTO","MSR","LAO","KOR","IND","LKA","BGD","AUS","PNG","SYR","KIR","WSM","MHL","SLB","VUT","TON","NRU","FJI","NZL","TUV","FSM","URY","PER","MEX","COL","VEN","BRA","ECU","CHL","BOL","CUB","ARG","PRY","ISR","USA","PAK","THA","TUR","IRN","VNM","BRN","PHL","SGP","MMR","MYS","KHM","IDN","CAN","EGY","LBY","DJI","ERI","SSD","MDG","RWA","ZMB","UGA","COM","SYC","MWI","ETH","COD","MUS","ZWE","BDI","KEN","SWZ","FRO","MDV","BTN","NPL","PSE","AND","TUN","KGZ","KAZ","BLR","TJK","RUS","MDA","UKR","UZB","TKM","AZE","CMR","TCD","CAF","COG","GNQ","GAB","BEN","NER","SEN","MLI","GNB","TGO","CIV","BFA","MAR","TZA","ZAF","MKD","ARM","GEO","JOR","JPN","LBN","BIH","CHN","MAC","HKG","AGO","LSO","NAM","MOZ","BWA","PAN","CPV","SLE","GIN","LBR","GHA","NGA","GMB","DZA","BHR","QAT","KWT","SAU","OMN","IRQ","ARE","YEM","SDN","ALB","SRB","MNE","NIU","COK","DOM","BRB","TWN","SMR","AFG","MNG","year","parties","parties_in_data","Date.of.Signature","Entry.into.Force","loss","tropical_loss","dev_loss","hi_biodiv_loss","avg_loss_rate","group_loss_rate","harvest_ha","harvest_ton","harvest_yield","ag_exp_ton","ag_exp_val","for_prod_exports","for_prod_output","ag_recur_tot","rnd_ag_tot","ag_cap_tot","for_recur_tot","for_cap_tot","dev_harvest_ha","dev_harvest_ton","dev_harvest_yield","dev_ag_exp_ton","dev_ag_exp_val","dev_for_prod_exports","dev_for_prod_output","dev_ag_recur_tot","dev_rnd_ag_tot","dev_ag_cap_tot","dev_for_recur_tot","dev_for_cap_tot","tropical_harvest_ha","tropical_harvest_ton","tropical_harvest_yield","tropical_ag_exp_ton","tropical_ag_exp_val","tropical_for_prod_exports","tropical_for_prod_output","tropical_ag_recur_tot","tropical_rnd_ag_tot","tropical_ag_cap_tot","tropical_for_recur_tot","tropical_for_cap_tot","in_force","forest_prov","rta","enviro_rta","enviro_enforce_rta"
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2,2,2004,2005,2335149,361868,0,2335149,0.00587766229749128,0.00613099575980871,288259197,1714492550.1,94215.7122471819,541713209.68,1162594677.05,14865625,709916907,44688.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48174382,203085431,34409.0022949681,97340426.65,145817351.05,779705,54940000,0,0,0,0,0,2005,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2,2,2004,2005,2488453,386964,0,2488453,0.00627156733528862,0.006533499486107,280823107,1679663980.9,94341.7170732897,532218008.78,1126515888,14809192,712414413,32846.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46858093,216714577.94,37040.2656543101,99027738.09,151051112,981232,53491000,0,0,0,0,0,2005,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2,2,2004,2005,2245684,561317,0,2245684,0.00693203208198319,0.00589610302463366,285626546,1729366526.69,89659.9104655311,505140995.04,1195169210,15237477,711924315,36089.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44610551,180553202.22,28871.9203585002,67941832.21,154909213,1055288,56928000,0,0,0,0,0,2005,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2,2,2004,2005,2978504,155213,0,2978504,0.00565935596383779,0.00782014141049384,291321341,1900291066.5,105479.498031885,560058278.58,1334436549,17207295,739650615,30948.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50088676,230756297.65,38352.1144271155,113889289.51,191632891,1346079,57847000,0,0,0,0,0,2005,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,2,2004,2005,3045884,288961,0,3045884,0.00656860681606192,0.0079970493912248,293103049,1825323430.53,99485.0577531221,524104691.78,1438831657,18385210,752690001,42217.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51343444,221275861.4,36021.273520809,90102494.51,203934776,1384980,58423000,0,0,0,0,0,2005,0,1,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2,2,2004,2005,2909431,249473,0,2909431,0.00611512206112833,0.00763878841326871,282730409,1803553995.84,103981.521917885,567286837.57,1627330056,19969345,733847081,34254.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48462413,228063523.87,39904.007689544,97694533.4,227474254,1487804,57746000,0,0,0,0,0,2005,0,1,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2,2,2004,2005,2916456,431483,0,2916456,0.00721805993714878,0.00765723273746929,281256235,1876275837.44,94818.4133391264,572552203.17,1892122109,22582038,685332865,28058.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45351812,175675569.73,29452.9122257832,56640152.96,252500310,1723445,58595000,0,0,0,0,0,2005,0,1,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2,2,2004,2005,2504900,263268,0,2504900,0.00555568692161611,0.00657668152171225,291794088,1857188366.39,97509.359236767,591035789.37,2223918360,23185407,616541574,28032.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49421841,185829291.57,32126.9842467343,67284199.22,315140605,1928391,62464000,0,0,0,0,0,2005,0,1,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2,2,2004,2005,1873198,238484,0,1873198,0.004404206762077,0.00491813113222418,289883951,1935135590.03,103551.13639043,575760788.18,1840378160,20608411,525936465,26909.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52638987,202158074.5,34101.3373449845,92749772.46,271444734,1493378,57140000,0,0,0,0,0,2005,0,1,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,2,2004,2005,2579193,389181,0,2579193,0.00642891381621292,0.00677173976766721,295794175,1901581742.1,101428.031627323,634842398.17,2239045018,24790916,575937356,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52678411,200855663.97,34127.1950179635,95252585.17,353033075,1928817,53412000,0,0,0,0,0,2005,0,1,0,0
